IDH,IDC,Distancia,Tiempo
9,475,2445,1982
9,490,2978,2322
9,491,3148,2471
9,492,3484,2809
9,497,2138,1687
9,181,21908,16604
9,272,21962,16661
9,141,8437,6766
9,344,12408,10044
9,438,10103,8143
9,183,4346,3393
9,494,4840,3774
9,495,4855,3786
9,7,6365,4595
9,12,5559,4053
9,22,5076,3760
9,26,5649,4114
9,31,5026,3727
9,34,4973,3670
9,45,6343,4629
9,93,5709,4165
9,115,5800,4232
9,168,5871,4289
9,206,7254,5214
9,219,5867,4287
9,221,5166,3819
9,241,5941,4344
9,275,5809,4240
9,283,5885,4327
9,309,5749,4198
9,326,5559,4053
9,373,5559,4053
9,409,6119,4428
9,414,6662,4794
9,431,5057,3743
9,443,6527,4706
9,453,5640,4122
9,463,5224,3834
9,74,372,313
9,383,373,317
9,417,1167,912
9,499,372,316
9,23,1694,1259
9,79,1805,1340
9,162,1546,1159
9,175,2262,1676
9,204,2312,1711
9,338,1428,1056
9,390,1694,1259
9,170,4596,3430
9,213,4527,3377
9,76,2483,1874
9,108,1738,1330
9,128,2685,2027
9,148,6406,4621
9,164,2394,1792
9,234,2535,1913
9,235,2471,1865
9,245,2141,1604
9,258,2136,1601
9,287,2370,1790
9,294,3052,2292
9,302,3052,2292
9,381,2363,1792
9,415,3052,2292
9,428,3089,2314
9,487,2115,1584
9,488,3052,2292
9,500,1975,1447
9,6,5008,3723
9,10,4943,3673
9,28,3659,2758
9,37,4461,3379
9,63,4829,3628
9,71,5016,3728
9,72,3744,2823
9,73,4683,3481
9,75,4574,3392
9,77,4798,3534
9,86,4854,3610
9,97,4854,3610
9,105,4899,3676
9,111,4705,3474
9,119,4931,3613
9,158,4848,3593
9,182,3697,2793
9,184,3282,2482
9,218,4984,3678
9,222,4711,3477
9,226,4953,3683
9,263,5660,4169
9,276,4992,3695
9,284,4494,3341
9,296,2825,2133
9,297,5114,3825
9,298,7249,5259
9,300,4424,3293
9,330,4854,3610
9,335,4606,3482
9,340,4384,3265
9,348,4186,3182
9,353,3757,2824
9,354,4311,3251
9,366,3772,2842
9,372,4790,3557
9,376,5219,3861
9,399,5117,3765
9,406,4062,3047
9,418,5036,3749
9,427,4055,3059
9,451,4636,3445
9,476,4438,3361
9,489,5829,4282
9,11,10123,7416
9,25,7638,5452
9,80,6856,4934
9,100,6932,5048
9,116,8072,5824
9,140,6872,5010
9,142,7157,5204
9,171,7226,5241
9,195,6384,4607
9,198,7470,5426
9,200,6961,5012
9,202,7011,5055
9,225,6668,4882
9,229,6614,4848
9,285,6809,4913
9,324,8532,6119
9,360,5195,3839
9,362,6349,4660
9,368,6876,5012
9,395,9071,6498
9,401,6373,4613
9,454,6412,4709
9,459,7157,5204
9,14,3460,2649
9,65,3621,2773
9,88,4257,3275
9,89,4477,3453
9,95,3168,2435
9,101,4477,3453
9,147,4510,3444
9,152,4409,3349
9,179,3357,2579
9,211,3470,2656
9,268,4477,3453
9,279,4840,3694
9,280,4477,3453
9,336,4477,3453
9,349,4792,3635
9,377,3770,2887
9,384,4013,3049
9,402,3661,2800
9,457,3251,2499
9,465,4241,3263
9,4,6146,4657
9,56,6104,4636
9,61,3799,2811
9,178,4234,3142
9,301,6251,4742
9,33,6007,4375
9,35,3764,2764
9,41,4874,3561
9,67,5592,4076
9,82,6607,4779
9,91,6624,4796
9,106,3764,2764
9,133,6801,4896
9,144,3764,2764
9,157,3764,2764
9,167,3764,2764
9,173,3764,2764
9,312,6710,4833
9,325,5948,4302
9,332,5332,3870
9,343,3824,3061
9,375,3764,2764
9,388,6304,4586
9,392,6559,4748
9,394,5959,4331
9,397,6029,4386
9,40,2318,1781
9,90,3215,2475
9,102,2999,2297
9,103,4105,3183
9,104,2838,2192
9,126,3211,2467
9,150,2271,1744
9,199,2884,2227
9,212,3296,2539
9,355,3032,2327
9,425,2603,1984
9,269,17862,13270
9,189,16097,11833
9,205,16833,12395
9,352,16992,12462
9,367,15207,11188
9,416,16073,11833
9,426,16395,12054
9,432,16395,12054
9,493,16013,11789
9,3,4411,3424
9,117,3353,2591
9,134,4340,3360
9,227,2941,2285
9,434,2820,2195
9,378,4296,3262
9,17,8361,6248
9,351,7911,5861
9,20,6500,5179
9,66,3507,2696
10,156,3173,2604
10,311,3980,3274
10,13,7405,5232
10,240,7388,5221
10,328,7397,5227
10,1,9795,7022
10,85,8467,6050
10,123,8467,6050
10,201,8399,6021
10,230,6965,5637
10,261,7971,5707
10,313,6032,4250
10,316,6742,4766
10,342,6544,4685
10,114,5736,4173
10,295,5745,4124
10,323,5286,3828
10,365,5887,4289
10,398,5668,4082
10,455,7314,5256
10,60,13573,9406
10,130,13614,9433
10,155,20207,17150
10,386,45391,35682
10,441,42728,34108
10,154,44290,35028
10,303,44596,35130
10,274,40486,32293
10,39,42214,33603
10,187,42465,33825
10,214,42328,33718
10,314,42380,33754
10,403,42457,33805
10,305,47002,40038
10,59,39064,31183
10,129,40918,32520
10,166,40797,32432
10,288,40850,32478
10,469,41074,32630
10,216,27142,21243
10,232,27280,21382
10,460,27182,21311
10,473,27142,21243
10,9,28382,22305
10,29,30651,24132
10,68,30651,24132
10,118,28039,22000
10,122,30651,24132
10,138,29719,23353
10,190,29174,22955
10,231,27210,21334
10,273,30680,24128
10,396,32131,26045
10,404,28647,22548
10,442,31582,24855
10,447,30664,24115
10,480,28061,22020
10,486,30651,24132
10,197,55170,43286
10,456,9831,7433
10,87,8380,6280
10,120,8695,6520
10,132,8380,6280
10,369,8380,6280
10,436,8411,6307
10,496,8380,6280
10,53,8112,6360
10,55,8392,6622
10,107,9320,7417
10,151,8487,6751
10,188,8352,6633
10,293,8489,6752
10,341,8352,6633
10,346,7994,6310
10,153,9297,7293
10,289,10391,8273
10,339,10402,8359
10,52,11482,9199
10,137,8930,6997
10,145,11017,8837
10,228,11813,9429
10,282,10107,7800
10,315,11017,8837
10,327,11133,8895
10,334,9800,7842
10,350,10143,7828
10,363,12371,9844
10,379,10934,8749
10,413,8212,6240
10,421,10464,8387
10,433,11871,9469
10,448,11912,9500
10,439,15239,11736
10,483,9729,7353
10,407,21389,17132
10,320,24617,19303
10,319,27504,21842
10,58,25186,19588
10,8,25554,19876
10,49,25836,20129
10,135,25810,20097
10,143,25792,20053
10,161,25136,19568
10,307,24325,18947
10,387,29025,22608
10,419,25810,20097
10,424,25188,19646
10,299,22113,18123
10,331,19879,15820
10,2,19722,15274
10,36,18528,14279
10,38,18648,14420
10,47,17206,13209
10,64,18418,14254
10,84,18602,14339
10,172,16291,12594
10,180,18330,14135
10,186,18932,14673
10,194,18602,14339
10,247,18602,14339
10,248,18651,14377
10,253,18303,14115
10,259,18530,14284
10,260,18454,14226
10,265,18602,14339
10,266,18602,14339
10,267,18654,14378
10,321,18646,14373
10,333,18828,14582
10,345,18330,14135
10,357,19133,14715
10,371,16291,12594
10,385,19256,14943
10,389,17481,13461
10,405,15225,11738
10,420,18330,14135
10,423,19141,14818
10,429,17619,13623
10,430,16241,12576
10,435,19418,14904
10,437,16370,12673
10,466,19722,15274
10,474,18654,14379
10,477,16019,12359
10,479,18576,14344
10,484,18209,14104
10,21,21081,16478
10,233,20624,16118
10,446,20454,15970
10,478,20454,15970
10,19,21655,16936
10,24,21420,16760
10,27,21477,16808
10,30,24036,18792
10,42,22241,17396
10,43,22637,17707
10,46,22066,17258
10,57,21676,16967
10,62,21978,17298
10,92,22066,17258
10,96,21567,16886
10,112,22066,17258
10,121,65142,53303
10,160,21370,16719
10,174,22067,17258
10,192,21414,16764
10,193,21335,16702
10,208,22021,17301
10,209,21630,16926
10,210,21605,16905
10,220,21635,16927
10,224,22543,17638
10,242,21399,16743
10,243,21397,16741
10,244,21444,16770
10,246,21459,16800
10,249,21460,16801
10,250,21641,16934
10,251,21462,16802
10,252,21459,16800
10,254,21408,16750
10,255,21467,16806
10,256,21459,16800
10,257,21379,16737
10,262,21648,16931
10,264,21462,16803
10,271,21516,16837
10,277,21244,16629
10,281,22066,17258
10,291,24403,19097
10,306,21554,16865
10,310,23563,18436
10,317,25146,19759
10,347,21459,16800
10,358,21498,16832
10,364,22066,17258
10,391,21416,16764
10,393,24294,19268
10,400,22261,17405
10,412,22066,17258
10,422,21401,16745
10,444,21931,17140
10,452,21460,16800
10,464,21635,16926
10,467,21395,16747
10,471,21591,16890
10,472,21816,17043
10,481,26534,21146
10,485,21459,16800
10,498,21621,16917
10,125,25809,20624
10,239,27156,21694
10,270,26738,21103
10,290,24387,19105
10,380,19492,15238
10,98,23758,18602
10,113,22462,17598
10,50,23789,18659
10,51,24865,19651
10,54,24224,19137
10,78,22454,17591
10,81,22438,17579
10,127,23865,18790
10,131,25440,20026
10,191,24843,19490
10,196,24224,19137
10,237,24224,19137
10,238,25028,19808
10,318,23718,18600
10,361,24080,19015
10,468,24865,19651
10,5,22994,17980
10,15,23880,18806
10,16,22298,17565
10,18,22825,17984
10,44,22268,17452
10,69,23413,18377
10,70,22373,17622
10,83,22373,17622
10,94,23555,18550
10,99,22855,17936
10,110,22805,17971
10,124,21414,16834
10,136,22550,17725
10,139,24738,19440
10,149,23670,18537
10,159,21881,17114
10,163,22167,17352
10,165,22148,17416
10,169,22925,18055
10,176,22373,17622
10,177,22972,18040
10,185,22167,17399
10,203,22846,17933
10,207,22842,17928
10,215,23157,18174
10,223,23527,18533
10,278,22911,17963
10,286,21497,16902
10,292,21873,17159
10,308,23284,18204
10,322,22373,17622
10,329,22443,17631
10,337,22844,17919
10,356,23082,18111
10,359,22373,17622
10,370,21951,17228
10,374,23297,18281
10,382,21863,17158
10,408,21921,17149
10,410,22345,17526
10,411,22341,17523
10,445,21606,16988
10,449,22373,17622
10,450,21907,17179
10,458,22632,17770
10,461,22824,17918
10,462,22682,17824
10,475,22373,17622
10,490,23142,18094
10,491,22901,17923
10,492,23412,18448
10,497,22184,17445
10,181,19738,15121
10,272,19792,15177
10,141,25265,20471
10,344,26536,21469
10,438,24517,19784
10,183,21973,17469
10,494,22702,18003
10,495,22718,18015
10,7,17227,13353
10,12,16143,12648
10,22,17057,13387
10,26,14938,11632
10,31,17395,13687
10,34,17462,13543
10,45,17454,13543
10,93,16196,12689
10,115,16121,12633
10,168,16206,12701
10,206,16360,12606
10,219,16202,12698
10,221,17155,13450
10,241,16326,12800
10,275,16131,12641
10,283,18843,14565
10,309,16236,12723
10,326,16143,12648
10,373,16143,12648
10,409,16440,12828
10,414,16930,13091
10,431,17218,13503
10,443,17055,13181
10,453,16069,12604
10,463,16480,12912
10,74,20549,16146
10,383,20530,16128
10,417,21078,16520
10,499,20529,16127
10,23,20120,15761
10,79,20152,15777
10,162,21103,16486
10,175,21730,16938
10,204,21780,16973
10,338,20531,16057
10,390,20120,15761
10,170,20448,15983
10,213,20379,15930
10,76,18183,14236
10,108,19098,14986
10,128,19184,15075
10,148,17187,13317
10,164,18113,14161
10,234,18130,14196
10,235,18195,14244
10,245,19174,15011
10,258,19169,15007
10,287,18296,14317
10,294,18988,14911
10,302,18988,14911
10,381,18778,14706
10,415,18988,14911
10,428,18505,14551
10,487,18453,14422
10,488,18988,14911
10,500,18627,14575
10,6,17455,13740
10,10,17466,13700
10,28,18205,14299
10,37,18729,14691
10,63,18477,14375
10,71,17463,13746
10,72,18012,14150
10,73,17468,13590
10,75,16814,13069
10,77,17100,13271
10,86,17625,13718
10,97,17625,13718
10,105,18547,14429
10,111,17194,13347
10,119,18662,14509
10,158,17006,13334
10,182,17965,14119
10,184,17701,13916
10,218,17473,13551
10,222,17199,13350
10,226,17739,13797
10,263,18619,14408
10,276,17388,13683
10,284,16894,13134
10,296,17682,13861
10,297,18374,14287
10,298,16369,12646
10,300,16923,13163
10,330,17625,13718
10,335,18740,14586
10,340,17107,13310
10,348,18454,14493
10,353,18107,14218
10,354,17909,13946
10,366,18041,14168
10,372,17064,13383
10,376,18177,14100
10,399,16587,12998
10,406,17176,13375
10,418,17808,13856
10,427,17953,13977
10,451,17422,13555
10,476,18813,14642
10,489,18787,14521
10,11,19404,14893
10,25,16605,12777
10,80,16830,13009
10,100,16582,12833
10,116,16151,12431
10,140,16642,12884
10,142,16639,12846
10,171,16288,12595
10,195,17208,13337
10,198,16524,12748
10,200,17379,13416
10,202,16603,12820
10,225,16846,13057
10,229,17006,13182
10,285,16785,12964
10,324,15750,12082
10,360,17105,13462
10,362,17166,13318
10,368,16638,12881
10,395,15849,12123
10,401,17307,13407
10,454,17212,13341
10,459,16639,12846
10,14,22927,17911
10,65,23089,18035
10,88,23725,18537
10,89,23945,18715
10,95,22636,17697
10,101,23945,18715
10,147,23978,18706
10,152,23838,18628
10,179,22824,17841
10,211,22938,17919
10,268,23945,18715
10,279,24308,18956
10,280,23945,18715
10,336,23945,18715
10,349,24260,18898
10,377,23238,18149
10,384,23481,18312
10,402,23129,18063
10,457,22719,17761
10,465,23709,18526
10,4,23488,18294
10,56,23447,18272
10,61,21142,16447
10,178,21435,16726
10,301,23593,18378
10,33,15491,12056
10,35,16786,13087
10,41,15987,12427
10,67,14938,11637
10,82,15583,12072
10,91,15685,12151
10,106,16786,13087
10,133,13903,10705
10,144,16786,13087
10,157,16786,13087
10,167,16786,13087
10,173,16786,13087
10,312,15524,12001
10,325,16100,12470
10,332,15260,11914
10,343,23752,18700
10,375,16786,13087
10,388,15789,12268
10,392,15584,12070
10,394,14903,11594
10,397,15513,12067
10,40,22200,17376
10,90,23096,18070
10,102,22881,17892
10,103,23987,18778
10,104,22719,17788
10,126,23092,18062
10,150,22153,17340
10,199,22765,17822
10,212,23178,18135
10,355,22913,17923
10,425,22485,17579
10,269,15692,11787
10,189,11467,8538
10,205,9283,6944
10,352,10571,7857
10,367,11013,8226
10,416,10515,7852
10,426,9856,7356
10,432,9856,7356
10,493,10575,7896
10,3,21054,16709
10,117,20832,16254
10,134,20674,16418
10,227,19433,15131
10,434,19493,15243
10,378,18946,14982
10,17,14577,11410
10,351,13647,10558
10,20,16277,12896
10,66,19731,15635
11,156,18679,13750
11,311,17143,12590
11,13,25571,18243
11,240,25554,18232
11,328,25563,18238
11,1,23321,16647
11,85,21992,15675
11,123,21992,15676
11,201,21924,15646
11,230,23847,17806
11,261,21496,15332
11,313,21985,15699
11,316,24074,17263
11,342,19753,14067
11,114,16446,11666
11,295,18462,13120
11,323,16462,11679
11,365,16208,11494
11,398,18385,13079
11,455,19767,14058
11,60,29589,20907
11,130,29631,20934
11,155,38432,30299
11,386,26993,21258
11,441,24330,19684
11,154,25892,20604
11,303,26198,20706
11,274,22088,17869
11,39,23816,19179
11,187,24067,19401
11,214,23930,19294
11,314,23981,19330
11,403,24059,19381
11,305,29517,26194
11,59,20665,16759
11,129,22520,18096
11,166,22399,18008
11,288,22452,18053
11,469,22676,18206
11,216,8809,6856
11,232,8948,6995
11,460,8849,6924
11,473,8809,6856
11,9,10050,7918
11,29,12318,9744
11,68,12318,9744
11,118,9707,7612
11,122,12318,9744
11,138,11386,8965
11,190,10842,8568
11,231,8878,6947
11,273,12348,9741
11,396,14027,11780
11,404,10315,8161
11,442,13249,10468
11,447,12331,9728
11,480,9728,7632
11,486,12318,9744
11,197,36772,28862
11,456,11792,8478
11,87,13626,9703
11,120,13220,9408
11,132,13626,9703
11,369,13626,9703
11,436,13413,9544
11,496,13626,9703
11,53,12614,9254
11,55,12904,9530
11,107,14155,10667
11,151,13435,9968
11,188,13372,9904
11,293,13434,9968
11,341,13372,9904
11,346,12941,9540
11,153,11572,8658
11,289,13100,9938
11,339,11506,8791
11,52,10332,7958
11,137,11832,8830
11,145,10580,8125
11,228,9850,7589
11,282,9943,7328
11,315,10580,8125
11,327,10890,8356
11,334,11821,8975
11,350,9907,7304
11,363,9490,7312
11,379,10754,8245
11,413,13886,10007
11,421,11177,8541
11,433,9788,7537
11,448,9729,7497
11,439,11099,8082
11,483,9594,6889
11,407,8961,7311
11,320,6255,4939
11,319,9142,7478
11,58,6787,5163
11,8,7156,5451
11,49,7438,5704
11,135,7412,5673
11,143,7394,5629
11,161,6738,5144
11,307,5926,4523
11,387,10626,8184
11,419,7412,5673
11,424,6790,5222
11,299,9518,8192
11,331,7876,6351
11,2,5270,3932
11,36,7039,5121
11,38,5363,3965
11,47,9914,7239
11,64,5852,4351
11,84,7113,5181
11,172,7967,5838
11,180,6838,4974
11,186,5020,3728
11,194,7113,5181
11,247,7113,5181
11,248,7163,5219
11,253,6825,4966
11,259,7041,5127
11,260,6965,5069
11,265,7113,5181
11,266,7113,5181
11,267,7165,5221
11,321,7158,5215
11,333,5185,3849
11,345,6839,4976
11,357,7625,5556
11,371,7967,5838
11,385,4781,3570
11,389,7765,5669
11,405,8996,6554
11,420,6839,4976
11,423,5249,3918
11,429,6334,4676
11,430,7780,5717
11,435,7910,5744
11,437,7616,5600
11,466,5270,3932
11,474,7166,5221
11,477,8562,6264
11,479,5615,4137
11,484,5956,4438
11,21,4144,3338
11,233,3530,2849
11,446,3585,2881
11,478,3585,2881
11,19,4578,3683
11,24,4344,3507
11,27,4401,3555
11,30,6241,4940
11,42,5068,4078
11,43,5560,4458
11,46,4892,3935
11,57,4251,3452
11,62,4566,3693
11,92,4892,3935
11,96,4527,3668
11,112,4892,3935
11,121,46744,38879
11,160,4294,3466
11,174,4892,3935
11,192,4337,3511
11,193,4258,3449
11,208,4609,3695
11,209,4554,3673
11,210,4529,3652
11,220,4558,3675
11,224,5166,4161
11,242,4323,3490
11,243,4320,3488
11,244,4367,3517
11,246,4383,3547
11,249,4384,3548
11,250,4565,3681
11,251,4386,3550
11,252,4383,3547
11,254,4331,3497
11,255,4390,3553
11,256,4383,3547
11,257,4303,3484
11,262,4571,3678
11,264,4386,3550
11,271,4440,3584
11,277,4167,3376
11,281,4892,3935
11,291,7126,5702
11,306,4478,3612
11,310,6285,5041
11,317,7679,6181
11,347,4382,3547
11,358,4422,3579
11,364,4892,3935
11,391,4339,3511
11,393,7108,5702
11,400,5185,4152
11,412,4892,3935
11,422,4325,3492
11,444,4854,3887
11,452,4383,3548
11,464,4558,3673
11,467,4331,3509
11,471,4514,3637
11,472,4788,3829
11,481,9633,7784
11,485,4383,3547
11,498,4545,3664
11,125,9412,7647
11,239,10255,8332
11,270,9066,7361
11,290,7109,5710
11,380,2299,1829
11,98,5963,4750
11,113,4667,3747
11,50,5995,4807
11,51,7142,5764
11,54,6812,5532
11,78,4659,3739
11,81,4644,3727
11,127,6364,5080
11,131,7075,5754
11,191,6658,5364
11,196,6812,5532
11,237,6812,5532
11,238,7305,5921
11,318,5923,4748
11,361,6668,5409
11,468,7142,5764
11,5,4662,3593
11,15,5517,4442
11,16,3936,3201
11,18,4462,3620
11,44,4019,3111
11,69,5183,4065
11,70,4010,3258
11,83,4010,3258
11,94,5192,4186
11,99,4625,3624
11,110,4443,3607
11,124,3051,2470
11,136,4320,3412
11,139,6302,5116
11,149,5396,4189
11,159,4444,3569
11,163,4193,3339
11,165,3785,3052
11,169,4562,3691
11,176,4010,3258
11,177,4742,3728
11,185,3893,3120
11,203,4616,3621
11,207,4612,3615
11,215,4926,3862
11,223,5165,4169
11,278,4671,3598
11,286,3134,2538
11,292,3594,2783
11,308,4799,3841
11,322,4010,3258
11,329,3945,3185
11,337,4614,3607
11,356,4852,3799
11,359,4010,3258
11,370,3701,2888
11,374,5039,3951
11,382,3590,2876
11,408,4420,3529
11,410,4071,3247
11,411,4067,3244
11,445,3243,2624
11,449,4010,3258
11,450,3622,2782
11,458,4402,3458
11,461,4594,3606
11,462,4451,3512
11,475,4010,3258
11,490,4746,3801
11,491,5079,4040
11,492,5049,4084
11,497,3821,3081
11,181,19681,14921
11,272,19736,14978
11,141,10190,8208
11,344,14162,11487
11,438,11856,9586
11,183,6122,4890
11,494,6615,5271
11,495,6631,5283
11,7,4461,3155
11,12,3655,2613
11,22,3172,2320
11,26,3965,2910
11,31,3122,2287
11,34,3069,2230
11,45,4439,3189
11,93,3805,2725
11,115,3895,2793
11,168,3967,2849
11,206,5350,3774
11,219,3963,2847
11,221,3262,2379
11,241,4037,2904
11,275,3905,2801
11,283,3659,2644
11,309,3844,2759
11,326,3655,2613
11,373,3655,2613
11,409,4215,2988
11,414,4758,3354
11,431,3153,2304
11,443,4623,3266
11,453,3736,2682
11,463,3318,2378
11,74,2512,2064
11,383,2530,2078
11,417,2753,2143
11,499,2531,2079
11,23,1687,1312
11,79,1708,1316
11,162,2705,2062
11,175,3332,2514
11,204,3382,2549
11,338,2087,1595
11,390,1687,1312
11,170,2599,1993
11,213,2529,1940
11,76,471,360
11,108,755,621
11,128,805,674
11,148,4501,3181
11,164,556,413
11,234,529,404
11,235,460,352
11,245,672,526
11,258,677,529
11,287,358,276
11,294,936,756
11,302,936,756
11,381,137,112
11,415,936,756
11,428,875,702
11,487,104,70
11,488,936,756
11,500,278,223
11,6,3070,2248
11,10,3039,2233
11,28,1436,1080
11,37,2234,1696
11,63,2603,1945
11,71,3062,2243
11,72,1517,1140
11,73,2778,2041
11,75,2670,1944
11,77,2894,2094
11,86,2950,2170
11,97,2950,2170
11,105,2673,1993
11,111,2801,2034
11,119,2718,2004
11,158,2942,2137
11,182,1470,1110
11,184,1056,798
11,218,3079,2238
11,222,2806,2037
11,226,2801,2060
11,263,3434,2486
11,276,3087,2255
11,284,2590,1893
11,296,990,770
11,297,2888,2142
11,298,5487,3869
11,300,2520,1845
11,330,2950,2170
11,335,2379,1799
11,340,2479,1825
11,348,1959,1499
11,353,1534,1145
11,354,2309,1705
11,366,1546,1159
11,372,2884,2101
11,376,2993,2179
11,399,3211,2309
11,406,2158,1599
11,418,2834,2082
11,427,2149,1620
11,451,2732,2006
11,476,2212,1678
11,489,3602,2599
11,11,7897,5733
11,25,5734,4012
11,80,4951,3494
11,100,5175,3658
11,116,6260,4384
11,140,5115,3620
11,142,5407,3805
11,171,5469,3851
11,195,4480,3167
11,198,5658,3986
11,200,5057,3572
11,202,5107,3615
11,225,4911,3492
11,229,4857,3458
11,285,4905,3473
11,324,6775,4729
11,360,3291,2399
11,362,4444,3220
11,368,5119,3622
11,395,7314,5108
11,401,4469,3173
11,454,4600,3269
11,459,5407,3805
11,14,4529,3487
11,65,4691,3611
11,88,5327,4113
11,89,5547,4291
11,95,4238,3273
11,101,5547,4291
11,147,5580,4282
11,152,5439,4204
11,179,4426,3417
11,211,4540,3494
11,268,5547,4291
11,279,5910,4532
11,280,5547,4291
11,336,5547,4291
11,349,5862,4473
11,377,4840,3725
11,384,5083,3888
11,402,4731,3639
11,457,4321,3337
11,465,5311,4101
11,4,5351,4080
11,56,5310,4059
11,61,3004,2234
11,178,3440,2565
11,301,5456,4165
11,33,4257,3129
11,35,2865,2186
11,41,3975,2983
11,67,3908,2872
11,82,4856,3533
11,91,4873,3550
11,106,2865,2186
11,133,5045,3647
11,144,2865,2186
11,157,2865,2186
11,167,2865,2186
11,173,2865,2186
11,312,5026,3629
11,325,4827,3544
11,332,3641,2689
11,343,5389,4336
11,375,2865,2186
11,388,4554,3340
11,392,4808,3503
11,394,4275,3127
11,397,4278,3140
11,40,3867,2989
11,90,4764,3683
11,102,4549,3505
11,103,5654,4391
11,104,4387,3401
11,126,4760,3675
11,150,3820,2953
11,199,4433,3435
11,212,4845,3747
11,355,4581,3535
11,425,4152,3192
11,269,15635,11588
11,189,13871,10150
11,205,14606,10712
11,352,14766,10779
11,367,12981,9505
11,416,13846,10150
11,426,14168,10371
11,432,14168,10371
11,493,13786,10106
11,3,5341,4211
11,117,4282,3378
11,134,5269,4147
11,227,3212,2551
11,434,3092,2460
11,378,3699,2890
11,17,7271,5517
11,351,6824,5126
11,20,5907,4815
11,66,3874,3042
12,156,11348,8201
12,311,9812,7041
12,13,18892,13213
12,240,18875,13202
12,328,18884,13208
12,1,17437,12388
12,85,16109,11416
12,123,16109,11416
12,201,16041,11387
12,230,16973,12692
12,261,15612,11073
12,313,16101,11439
12,316,17376,12087
12,342,13869,9808
12,114,10562,7407
12,295,12578,8861
12,323,10578,7420
12,365,10324,7234
12,398,12501,8819
12,455,13883,9799
12,60,23705,16648
12,130,23747,16675
12,155,31558,25185
12,386,36774,28828
12,441,34111,27255
12,154,35673,28175
12,303,35979,28277
12,274,31869,25440
12,39,33597,26749
12,187,33848,26972
12,214,33711,26865
12,314,33763,26900
12,403,33840,26952
12,305,35696,30955
12,59,30447,24329
12,129,32301,25667
12,166,32180,25578
12,288,32233,25624
12,469,32457,25777
12,216,18336,14268
12,232,18474,14407
12,460,18376,14336
12,473,18336,14268
12,9,19576,15331
12,29,21844,17157
12,68,21844,17157
12,118,19233,15025
12,122,21844,17157
12,138,20912,16378
12,190,20368,15980
12,231,18404,14360
12,273,21874,17153
12,396,22084,18076
12,404,19841,15574
12,442,22775,17881
12,447,21858,17141
12,480,19255,15045
12,486,21844,17157
12,197,46553,36432
12,456,6016,4231
12,87,7742,5443
12,120,7336,5149
12,132,7742,5443
12,369,7742,5443
12,436,7529,5284
12,496,7742,5443
12,53,3957,2778
12,55,3630,2534
12,107,4372,3139
12,151,3910,2757
12,188,4059,2865
12,293,3909,2756
12,341,4059,2865
12,346,4015,2805
12,153,3207,2342
12,289,3317,2409
12,339,1794,1321
12,52,698,537
12,137,3312,2331
12,145,797,596
12,228,292,227
12,282,3379,2397
12,315,797,596
12,327,1222,909
12,334,2038,1446
12,350,3343,2373
12,363,880,665
12,379,971,717
12,413,7931,5691
12,421,1394,1013
12,433,466,349
12,448,377,285
12,439,16693,12496
12,483,5323,3746
12,407,10451,8347
12,320,15792,12288
12,319,18187,14423
12,58,16569,12734
12,8,16937,13022
12,49,17219,13275
12,135,17193,13244
12,143,17175,13200
12,161,16519,12714
12,307,15708,12093
12,387,20408,15755
12,419,17193,13244
12,424,16571,12793
12,299,16285,13471
12,331,14405,11445
12,2,11564,8908
12,36,13333,10098
12,38,11657,8942
12,47,16207,12215
12,64,12146,9328
12,84,13407,10158
12,172,14261,10815
12,180,13131,9951
12,186,11314,8705
12,194,13407,10158
12,247,13407,10158
12,248,13456,10196
12,253,13119,9943
12,259,13335,10103
12,260,13259,10045
12,265,13407,10158
12,266,13407,10158
12,267,13459,10197
12,321,13451,10192
12,333,11478,8825
12,345,13133,9952
12,357,13919,10532
12,371,14261,10815
12,385,11074,8547
12,389,14058,10646
12,405,15289,11530
12,420,13133,9952
12,423,11543,8895
12,429,12627,9652
12,430,14074,10694
12,435,14204,10721
12,437,13910,10576
12,466,11564,8908
12,474,13459,10198
12,477,14855,11241
12,479,11909,9114
12,484,12250,9415
12,21,11591,9045
12,233,11134,8685
12,446,10963,8537
12,478,10963,8537
12,19,12016,9361
12,24,11930,9326
12,27,11987,9374
12,30,14126,10979
12,42,12516,9736
12,43,12653,9863
12,46,12322,9587
12,57,12186,9534
12,62,12516,9794
12,92,12322,9587
12,96,12076,9452
12,112,12322,9587
12,121,56526,46450
12,160,11880,9286
12,174,12322,9587
12,192,11923,9330
12,193,11844,9269
12,208,12559,9797
12,209,12139,9492
12,210,12256,9543
12,220,12286,9566
12,224,12725,9905
12,242,11909,9309
12,243,11906,9307
12,244,11953,9337
12,246,11969,9367
12,249,11969,9367
12,250,12151,9500
12,251,11972,9369
12,252,11969,9367
12,254,11917,9316
12,255,11976,9373
12,256,11969,9367
12,257,11889,9304
12,262,12196,9483
12,264,11972,9369
12,271,12026,9404
12,277,11753,9195
12,281,12322,9587
12,291,13533,10598
12,306,12064,9432
12,310,13004,10158
12,317,14276,11260
12,347,11968,9366
12,358,12008,9398
12,364,12322,9587
12,391,11925,9330
12,393,12988,10186
12,400,12234,9526
12,412,12322,9587
12,422,11911,9311
12,444,12041,9379
12,452,11969,9367
12,464,12196,9499
12,467,11904,9314
12,471,12100,9456
12,472,12210,9487
12,481,15228,12063
12,485,11969,9367
12,498,12272,9555
12,125,14503,11542
12,239,15850,12612
