IDT,Provincia,Canton,Distrito,Latitude,Longitude,Creacion,COD+AF8-PROV,COD+AF8-CANT,COD+AF8-DIST
156,Alajuela,Alajuela,Desamparados,10.0222957,+AC0-84.2011886,09/14/16 07:27 PM,2,1,10
311,Alajuela,Alajuela,Desamparados,10.020941,+AC0-84.1906281,04/30/16 07:52 PM,2,1,10
13,Alajuela,Alajuela,Garita,10.0074986,+AC0-84.2782949,11/25/16 09:12 PM,2,1,13
240,Alajuela,Alajuela,Garita,10.0073355,+AC0-84.2782758,10/10/16 12:13 AM,2,1,13
328,Alajuela,Alajuela,Garita,10.0073951,+AC0-84.2783377,11/03/16 02:59 AM,2,1,13
1,Alajuela,Alajuela,Gu+AOE-cima,9.9495972,+AC0-84.2618815,03/05/16 04:29 PM,2,1,5
85,Alajuela,Alajuela,Gu+AOE-cima,9.9647217,+AC0-84.257225,08/14/14 09:13 PM,2,1,5
123,Alajuela,Alajuela,Gu+AOE-cima,9.964722,+AC0-84.257225,05/17/16 06:19 PM,2,1,5
201,Alajuela,Alajuela,Gu+AOE-cima,9.9603151,+AC0-84.2583427,11/06/14 05:16 PM,2,1,5
230,Alajuela,Alajuela,Gu+AOE-cima,10.0451899,+AC0-84.2180862,10/30/14 12:27 AM,2,1,5
261,Alajuela,Alajuela,Gu+AOE-cima,9.9622463,+AC0-84.2547914,08/19/15 08:01 PM,2,1,5
313,Alajuela,Alajuela,Gu+AOE-cima,9.9809764,+AC0-84.2595199,10/08/14 01:35 AM,2,1,5
316,Alajuela,Alajuela,Gu+AOE-cima,9.994758,+AC0-84.270688,04/17/17 09:22 PM,2,1,5
342,Alajuela,Alajuela,Gu+AOE-cima,9.9684758,+AC0-84.240337,09/06/16 02:30 AM,2,1,5
114,Alajuela,Alajuela,San Rafael,9.9725913,+AC0-84.2134559,07/30/14 01:42 PM,2,1,8
295,Alajuela,Alajuela,San Rafael,9.9679604,+AC0-84.2297078,04/28/17 09:39 PM,2,1,8
323,Alajuela,Alajuela,San Rafael,9.974444,+AC0-84.21528,04/01/16 01:52 AM,2,1,8
365,Alajuela,Alajuela,San Rafael,9.9730492,+AC0-84.2113318,05/17/16 11:39 PM,2,1,8
398,Alajuela,Alajuela,San Rafael,9.9670054,+AC0-84.2259645,09/26/15 10:23 PM,2,1,8
455,Alajuela,Alajuela,San Rafael,9.9563286,+AC0-84.2263842,07/19/14 06:21 PM,2,1,8
60,Alajuela,Alajuela,Turr+APo-cares,9.9598581,+AC0-84.3188292,10/13/14 07:24 AM,2,1,11
130,Alajuela,Alajuela,Turr+APo-cares,9.9594248,+AC0-84.3188077,10/06/16 02:40 PM,2,1,11
155,Alajuela,Grecia,San Isidro,10.1209353,+AC0-84.2698574,08/19/14 02:57 AM,2,3,2
386,Cartago,Cartago,Aguacaliente (San Francisco),9.8322667,+AC0-83.9035642,08/05/15 01:12 AM,3,1,5
441,Cartago,Cartago,Carmen,9.8686085,+AC0-83.921453,09/05/17 05:02 PM,3,1,3
154,Cartago,Cartago,Dulce Nombre,9.8456322,+AC0-83.9095726,09/17/16 08:21 PM,3,1,9
303,Cartago,Cartago,Dulce Nombre,9.8425735,+AC0-83.9077699,10/22/15 05:25 PM,3,1,9
274,Cartago,Cartago,Guadalupe (Arenilla),9.8625002,+AC0-83.9375,11/01/14 03:19 PM,3,1,6
39,Cartago,Cartago,Occidental,9.8601736,+AC0-83.9233992,01/02/17 07:18 PM,3,1,2
187,Cartago,Cartago,Occidental,9.8618556,+AC0-83.9194856,12/09/14 08:08 PM,3,1,2
214,Cartago,Cartago,Occidental,9.8616006,+AC0-83.9214642,03/17/15 06:42 PM,3,1,2
314,Cartago,Cartago,Occidental,9.8605674,+AC0-83.92124,08/26/16 11:40 PM,3,1,2
403,Cartago,Cartago,Occidental,9.8596779,+AC0-83.921564,07/29/16 11:06 PM,3,1,2
305,Cartago,Cartago,Tierra Blanca,9.9148203,+AC0-83.8941682,08/10/16 04:25 AM,3,1,8
59,Cartago,El Guarco,El Tejar,9.8551315,+AC0-83.9480567,11/03/14 08:34 PM,3,8,1
129,Cartago,El Guarco,El Tejar,9.8453246,+AC0-83.9391223,04/21/15 08:51 PM,3,8,1
166,Cartago,El Guarco,El Tejar,9.8461113,+AC0-83.9402771,02/09/15 05:02 PM,3,8,1
288,Cartago,El Guarco,El Tejar,9.8429752,+AC0-83.9395031,11/21/14 07:57 PM,3,8,1
469,Cartago,El Guarco,San Isidro,9.830539,+AC0-83.9531369,08/05/14 06:48 PM,3,8,2
216,Cartago,La Uni+APM-n,San Diego,9.9096048,+AC0-84.0204468,09/14/17 06:51 PM,3,3,2
232,Cartago,La Uni+APM-n,San Diego,9.9109606,+AC0-84.0175685,08/07/16 12:58 PM,3,3,2
460,Cartago,La Uni+APM-n,San Diego,9.9121763,+AC0-84.0171987,0000+AC0-00+AC0-00 00:00:00,3,3,2
473,Cartago,La Uni+APM-n,San Diego,9.9096048,+AC0-84.0204468,09/14/17 07:24 PM,3,3,2
9,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9087461,+AC0-84.0070723,03/03/15 11:08 PM,3,3,1
29,Cartago,La Uni+APM-n,Tres R+AO0-os,9.909444,+AC0-83.986946,01/06/16 12:01 AM,3,3,1
68,Cartago,La Uni+APM-n,Tres R+AO0-os,9.909444,+AC0-83.986946,01/06/16 12:07 AM,3,3,1
118,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9091266,+AC0-84.0100243,06/24/15 05:07 PM,3,3,1
122,Cartago,La Uni+APM-n,Tres R+AO0-os,9.909444,+AC0-83.986946,05/17/16 06:31 PM,3,3,1
138,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9068173,+AC0-84.000628,07/23/14 10:13 PM,3,3,1
190,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9096497,+AC0-83.9999199,08/18/14 08:25 PM,3,3,1
231,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9121226,+AC0-84.0169489,0000+AC0-00+AC0-00 00:00:00,3,3,1
273,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9077107,+AC0-83.9871284,10/31/15 09:33 PM,3,3,1
396,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9354365,+AC0-83.9767241,10/30/14 08:20 PM,3,3,1
404,Cartago,La Uni+APM-n,Tres R+AO0-os,9.908762,+AC0-84.004619,0000+AC0-00+AC0-00 00:00:00,3,3,1
442,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9078742,+AC0-83.9781725,07/27/15 05:31 PM,3,3,1
447,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9077051,+AC0-83.9872813,10/10/13 04:14 PM,3,3,1
480,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9087536,+AC0-84.0100813,06/05/14 05:20 PM,3,3,1
486,Cartago,La Uni+APM-n,Tres R+AO0-os,9.9094439,+AC0-83.9869461,10/02/14 10:05 PM,3,3,1
197,Cartago,Para+AO0-so,Orosi,9.7986107,+AC0-83.8566666,04/03/15 04:52 PM,3,2,3
456,Heredia,Bel+AOk-n,La Asunci+APM-n,9.9796815,+AC0-84.1747677,07/22/14 02:52 AM,4,7,3
87,Heredia,Bel+AOk-n,San Antonio,9.9805555,+AC0-84.1883316,11/13/14 11:04 AM,4,7,1
120,Heredia,Bel+AOk-n,San Antonio,9.9776632,+AC0-84.185738,09/02/14 05:27 PM,4,7,1
132,Heredia,Bel+AOk-n,San Antonio,9.980556,+AC0-84.18833,05/18/16 02:38 PM,4,7,1
369,Heredia,Bel+AOk-n,San Antonio,9.980556,+AC0-84.18833,10/28/14 08:39 PM,4,7,1
436,Heredia,Bel+AOk-n,San Antonio,9.9780648,+AC0-84.1882807,06/17/15 07:16 PM,4,7,1
496,Heredia,Bel+AOk-n,San Antonio,9.9805555,+AC0-84.1883316,10/08/14 11:57 PM,4,7,1
53,Heredia,Flores,San Joaqu+AO0-n,9.996121,+AC0-84.1566122,11/05/14 10:05 PM,4,8,1
55,Heredia,Flores,San Joaqu+AO0-n,9.999673,+AC0-84.152398,0000+AC0-00+AC0-00 00:00:00,4,8,1
107,Heredia,Flores,San Joaqu+AO0-n,10.0137566,+AC0-84.1504582,03/03/16 03:26 PM,4,8,1
151,Heredia,Flores,San Joaqu+AO0-n,10.004227,+AC0-84.152226,0000+AC0-00+AC0-00 00:00:00,4,8,1
188,Heredia,Flores,San Joaqu+AO0-n,10.0044441,+AC0-84.1538925,12/08/14 06:10 PM,4,8,1
293,Heredia,Flores,San Joaqu+AO0-n,10.0041764,+AC0-84.1522217,09/01/15 04:42 AM,4,8,1
341,Heredia,Flores,San Joaqu+AO0-n,10.0044441,+AC0-84.1538925,09/27/14 12:10 AM,4,8,1
346,Heredia,Flores,San Joaqu+AO0-n,9.9988538,+AC0-84.1558635,10/28/14 07:53 PM,4,8,1
153,Heredia,Heredia,Heredia,9.9903487,+AC0-84.1508418,08/19/14 03:24 PM,4,1,1
289,Heredia,Heredia,Mercedes,10.0100904,+AC0-84.1372919,01/26/15 05:19 PM,4,1,2
339,Heredia,Heredia,Mercedes,9.9929237,+AC0-84.1369228,09/05/16 11:25 PM,4,1,2
52,Heredia,Heredia,San Francisco,9.9968067,+AC0-84.1233967,09/30/16 08:12 PM,4,1,3
137,Heredia,Heredia,San Francisco,9.9924614,+AC0-84.151956,07/16/14 08:58 PM,4,1,3
145,Heredia,Heredia,San Francisco,9.994722,+AC0-84.12806,12/13/15 11:09 PM,4,1,3
228,Heredia,Heredia,San Francisco,9.9926104,+AC0-84.1226047,06/01/17 06:45 PM,4,1,3
